datetime,symbol,open,high,low,close,volume
2022-12-30 01:00:00,BINANCE:XLMUSD,0.07200669,0.0725167,0.07083644,0.07236388,5741083.0
2022-12-31 01:00:00,BINANCE:XLMUSD,0.07220709,0.07236305,0.07084598,0.07089663,4588245.0
2023-01-01 01:00:00,BINANCE:XLMUSD,0.07109087,0.07278299,0.07053844,0.07243159,3222214.0
2023-01-02 01:00:00,BINANCE:XLMUSD,0.07261411,0.07448503,0.07088759,0.07367932,4477903.0
2023-01-03 01:00:00,BINANCE:XLMUSD,0.07364237,0.07446243,0.07274869,0.07368463,3921471.0
2023-01-04 01:00:00,BINANCE:XLMUSD,0.07368215,0.07460125,0.07266697,0.07396781,4781274.0
2023-01-05 01:00:00,BINANCE:XLMUSD,0.07397795,0.07439657,0.07232548,0.07302393,4504757.0
2023-01-06 01:00:00,BINANCE:XLMUSD,0.07285926,0.07537482,0.07181057,0.07492572,7225197.0
2023-01-07 01:00:00,BINANCE:XLMUSD,0.0749243,0.07591302,0.07450885,0.07574294,3016717.0
2023-01-08 01:00:00,BINANCE:XLMUSD,0.07576109,0.07754465,0.07460745,0.07723312,4422034.0
2023-01-09 01:00:00,BINANCE:XLMUSD,0.07707438,0.08096559,0.07707438,0.07941207,7021205.0
2023-01-10 01:00:00,BINANCE:XLMUSD,0.07919966,0.08039933,0.07805803,0.07971858,5016164.0
2023-01-11 01:00:00,BINANCE:XLMUSD,0.07953707,0.08199514,0.07833609,0.08147443,11028253.0
2023-01-12 01:00:00,BINANCE:XLMUSD,0.08148678,0.08258063,0.07863069,0.08148289,10123155.0
2023-01-13 01:00:00,BINANCE:XLMUSD,0.08167441,0.08520373,0.08035875,0.0846838,10709812.0
2023-01-14 01:00:00,BINANCE:XLMUSD,0.0845917,0.0907708,0.08439266,0.08727867,16586598.0
2023-01-15 01:00:00,BINANCE:XLMUSD,0.08743631,0.08842104,0.08486821,0.0879224,8152351.0
2023-01-16 01:00:00,BINANCE:XLMUSD,0.08789255,0.09076314,0.08595804,0.08793792,11508745.0
2023-01-17 01:00:00,BINANCE:XLMUSD,0.08792875,0.08862643,0.08601121,0.08646309,7731357.0
2023-01-18 01:00:00,BINANCE:XLMUSD,0.08649704,0.08924006,0.08189001,0.08249752,11124830.0
2023-01-19 01:00:00,BINANCE:XLMUSD,0.08240085,0.08473686,0.0819956,0.08436116,7083218.0
2023-01-20 01:00:00,BINANCE:XLMUSD,0.08434684,0.08912674,0.08312553,0.08890223,9057900.0
2023-01-21 01:00:00,BINANCE:XLMUSD,0.0890953,0.09313782,0.08790008,0.09023236,16911042.0
2023-01-22 01:00:00,BINANCE:XLMUSD,0.0902206,0.09371695,0.08945096,0.09112156,10925685.0
2023-01-23 01:00:00,BINANCE:XLMUSD,0.09084464,0.09599871,0.09077652,0.09466493,14756080.0
2023-01-24 01:00:00,BINANCE:XLMUSD,0.09464857,0.09620503,0.08951502,0.09032562,11835954.0
2023-01-25 01:00:00,BINANCE:XLMUSD,0.09046524,0.09416225,0.08848046,0.0923652,8320809.0
2023-01-26 01:00:00,BINANCE:XLMUSD,0.09256175,0.09324233,0.0906147,0.09209836,8506983.0
2023-01-27 01:00:00,BINANCE:XLMUSD,0.09211976,0.09339216,0.0899552,0.09253813,8691160.0
2023-01-28 01:00:00,BINANCE:XLMUSD,0.0927816,0.09416926,0.0916106,0.09281529,5562830.0
2023-01-29 01:00:00,BINANCE:XLMUSD,0.0928134,0.09473448,0.09217819,0.09430755,10572579.0
2023-01-30 01:00:00,BINANCE:XLMUSD,0.09450518,0.09487159,0.08848274,0.09020536,9337102.0
2023-01-31 01:00:00,BINANCE:XLMUSD,0.09020023,0.09176104,0.08910399,0.09067826,6902127.0
2023-02-01 01:00:00,BINANCE:XLMUSD,0.09069163,0.09268128,0.08727661,0.09230912,9979732.0
2023-02-02 01:00:00,BINANCE:XLMUSD,0.09235303,0.09484662,0.09102014,0.0920886,10623722.0
2023-02-03 01:00:00,BINANCE:XLMUSD,0.09206181,0.0934916,0.09139714,0.09304493,6556109.0
2023-02-04 01:00:00,BINANCE:XLMUSD,0.09301027,0.09429305,0.09194992,0.09309743,7068097.0
2023-02-05 01:00:00,BINANCE:XLMUSD,0.09283545,0.09391371,0.08969771,0.091082,8705682.0
2023-02-06 01:00:00,BINANCE:XLMUSD,0.0910664,0.09210168,0.08855262,0.08878026,7105919.0
2023-02-07 01:00:00,BINANCE:XLMUSD,0.08896372,0.09236896,0.08873619,0.09207368,8711827.0
2023-02-08 01:00:00,BINANCE:XLMUSD,0.09211701,0.09315579,0.08951573,0.09117653,9831921.0
2023-02-09 01:00:00,BINANCE:XLMUSD,0.09098108,0.09149132,0.08426712,0.08566516,11875945.0
2023-02-10 01:00:00,BINANCE:XLMUSD,0.08565981,0.08711161,0.08475188,0.08567519,7734789.0
2023-02-11 01:00:00,BINANCE:XLMUSD,0.08544849,0.08688848,0.08503205,0.08614794,5756967.0
2023-02-12 01:00:00,BINANCE:XLMUSD,0.08635569,0.08731856,0.08423052,0.08497168,7688306.0
2023-02-13 01:00:00,BINANCE:XLMUSD,0.08515718,0.08580708,0.08187358,0.08497956,16070823.0
2023-02-14 01:00:00,BINANCE:XLMUSD,0.08497858,0.08623944,0.08292945,0.0861729,9235622.0
2023-02-15 01:00:00,BINANCE:XLMUSD,0.08612909,0.09035579,0.08336029,0.09026731,16726329.0
2023-02-16 01:00:00,BINANCE:XLMUSD,0.09034803,0.09126791,0.08608265,0.08608265,15932957.0
2023-02-17 01:00:00,BINANCE:XLMUSD,0.08616569,0.09102946,0.08570538,0.09069419,9832770.0
2023-02-18 01:00:00,BINANCE:XLMUSD,0.09090164,0.09333841,0.08960946,0.09190075,11534290.0
2023-02-19 01:00:00,BINANCE:XLMUSD,0.09187635,0.09373879,0.08990917,0.09083903,16092263.0
2023-02-20 01:00:00,BINANCE:XLMUSD,0.09064676,0.09520733,0.0888086,0.09464551,15027957.0
2023-02-21 01:00:00,BINANCE:XLMUSD,0.09439352,0.09801412,0.0935059,0.09486313,18432070.0
2023-02-22 01:00:00,BINANCE:XLMUSD,0.0948551,0.09525941,0.09018665,0.09240641,11533990.0
2023-02-23 01:00:00,BINANCE:XLMUSD,0.09241443,0.09337501,0.09032638,0.0909869,9210146.0
2023-02-24 01:00:00,BINANCE:XLMUSD,0.09100248,0.09182735,0.08757152,0.08905217,11454544.0
2023-02-25 01:00:00,BINANCE:XLMUSD,0.08925913,0.08983872,0.08621401,0.08802594,10211232.0
2023-02-26 01:00:00,BINANCE:XLMUSD,0.08800713,0.08921935,0.08704742,0.08881735,5660847.0
2023-02-27 01:00:00,BINANCE:XLMUSD,0.08882686,0.08958681,0.08710266,0.08841595,7620133.0
2023-02-28 01:00:00,BINANCE:XLMUSD,0.0883209,0.08862267,0.08574749,0.08702655,14040162.0
2023-03-01 01:00:00,BINANCE:XLMUSD,0.08700926,0.08885977,0.08657096,0.08815896,9969899.0
2023-03-02 01:00:00,BINANCE:XLMUSD,0.08817317,0.08829078,0.08616852,0.08752997,6278185.0
2023-03-03 01:00:00,BINANCE:XLMUSD,0.08754776,0.08772825,0.08275326,0.08599296,23404112.0
2023-03-04 01:00:00,BINANCE:XLMUSD,0.08558912,0.08666707,0.08196508,0.0838092,8868220.0
2023-03-05 01:00:00,BINANCE:XLMUSD,0.08360183,0.08458802,0.08240929,0.08253176,6455652.0
2023-03-06 01:00:00,BINANCE:XLMUSD,0.08277312,0.08383461,0.08161473,0.08361578,7599450.0
2023-03-07 01:00:00,BINANCE:XLMUSD,0.08363432,0.08437283,0.08147921,0.08259081,13768931.0
2023-03-08 01:00:00,BINANCE:XLMUSD,0.08281122,0.08457644,0.08054085,0.08181454,25604526.0
2023-03-09 01:00:00,BINANCE:XLMUSD,0.08184399,0.08238793,0.07585255,0.07711475,20117641.0
2023-03-10 01:00:00,BINANCE:XLMUSD,0.07707931,0.0788704,0.07453688,0.078464,19045567.0
2023-03-11 01:00:00,BINANCE:XLMUSD,0.07845698,0.08023102,0.07622873,0.0797971,18478705.0
2023-03-12 01:00:00,BINANCE:XLMUSD,0.0797305,0.08383492,0.07916936,0.08319009,14965539.0
2023-03-13 01:00:00,BINANCE:XLMUSD,0.08340948,0.086102,0.08053103,0.08495218,24447754.0
2023-03-14 01:00:00,BINANCE:XLMUSD,0.08477438,0.09041841,0.08354663,0.08838777,27153265.0
2023-03-15 01:00:00,BINANCE:XLMUSD,0.0886621,0.08921598,0.08106628,0.08380755,18428736.0
2023-03-16 01:00:00,BINANCE:XLMUSD,0.08419346,0.08566796,0.08334652,0.0849257,13898392.0
2023-03-17 01:00:00,BINANCE:XLMUSD,0.08488502,0.08842654,0.08383768,0.08812907,17583786.0
2023-03-18 01:00:00,BINANCE:XLMUSD,0.08810545,0.08918524,0.08502535,0.08562722,12863487.0
2023-03-19 01:00:00,BINANCE:XLMUSD,0.08585466,0.08994595,0.08556855,0.08791677,17219910.0
2023-03-20 01:00:00,BINANCE:XLMUSD,0.08813003,0.0899456,0.08634859,0.08648994,19456454.0
2023-03-21 01:00:00,BINANCE:XLMUSD,0.08675846,0.09982382,0.08568373,0.09669379,51355745.0
2023-03-22 01:00:00,BINANCE:XLMUSD,0.09641243,0.09751041,0.08835146,0.09097437,27112830.0
2023-03-23 01:00:00,BINANCE:XLMUSD,0.09123073,0.09432127,0.08991777,0.09239554,19122594.0
2023-03-24 01:00:00,BINANCE:XLMUSD,0.09270558,0.09291087,0.08711722,0.08880339,11632874.0
2023-03-25 01:00:00,BINANCE:XLMUSD,0.0887957,0.09317048,0.08843701,0.09073568,18880002.0
2023-03-26 01:00:00,BINANCE:XLMUSD,0.0907661,0.09275761,0.09042101,0.09184328,6789347.0
2023-03-27 02:00:00,BINANCE:XLMUSD,0.09179208,0.09533595,0.08938061,0.09255043,19088588.0
2023-03-28 02:00:00,BINANCE:XLMUSD,0.09289684,0.09828774,0.09082746,0.09764371,20043253.0
2023-03-29 02:00:00,BINANCE:XLMUSD,0.09765735,0.10732397,0.09765735,0.10177395,29162501.0
2023-03-30 02:00:00,BINANCE:XLMUSD,0.10155049,0.10705092,0.10011885,0.10616658,28824718.0
2023-03-31 02:00:00,BINANCE:XLMUSD,0.10615976,0.11308762,0.10495751,0.11219481,36273415.0
2023-04-01 02:00:00,BINANCE:XLMUSD,0.112243,0.11431251,0.10765298,0.10817422,15123786.0
2023-04-02 02:00:00,BINANCE:XLMUSD,0.10819292,0.11136693,0.10576799,0.10662926,10591806.0
2023-04-03 02:00:00,BINANCE:XLMUSD,0.10650895,0.11060845,0.104835,0.10679666,13241938.0
2023-04-04 02:00:00,BINANCE:XLMUSD,0.10651023,0.10721664,0.1044375,0.10621764,10709350.0
2023-04-05 02:00:00,BINANCE:XLMUSD,0.10590461,0.10900756,0.10516679,0.10736828,10012718.0
2023-04-06 02:00:00,BINANCE:XLMUSD,0.1073983,0.1073983,0.10417358,0.10602378,7058800.0
2023-04-07 02:00:00,BINANCE:XLMUSD,0.10602382,0.10668588,0.10409736,0.10668588,7953594.0
2023-04-08 02:00:00,BINANCE:XLMUSD,0.10668351,0.10669287,0.10381039,0.10429498,4226071.0
2023-04-09 02:00:00,BINANCE:XLMUSD,0.1042839,0.10575672,0.10269687,0.10485319,4899989.0
2023-04-10 02:00:00,BINANCE:XLMUSD,0.10477231,0.10613075,0.10246434,0.10587006,9600158.0
2023-04-11 02:00:00,BINANCE:XLMUSD,0.10564959,0.10736705,0.10485424,0.10498922,8400073.0
2023-04-12 02:00:00,BINANCE:XLMUSD,0.10495348,0.10539006,0.10242401,0.10347438,11265011.0
2023-04-13 02:00:00,BINANCE:XLMUSD,0.10379041,0.10612295,0.1031088,0.10520985,7851388.0
2023-04-14 02:00:00,BINANCE:XLMUSD,0.10523168,0.10938221,0.10523168,0.10701902,13619895.0
2023-04-15 02:00:00,BINANCE:XLMUSD,0.10703106,0.1078279,0.10568202,0.10643949,5845524.0
2023-04-16 02:00:00,BINANCE:XLMUSD,0.10642797,0.10809468,0.10552413,0.10763444,5940683.0
2023-04-17 02:00:00,BINANCE:XLMUSD,0.10730806,0.10753951,0.1031422,0.10425424,8155603.0
2023-04-18 02:00:00,BINANCE:XLMUSD,0.10424645,0.10645967,0.10353426,0.1054762,10294771.0
2023-04-19 02:00:00,BINANCE:XLMUSD,0.10572919,0.1059816,0.09537838,0.09742475,19279304.0
2023-04-20 02:00:00,BINANCE:XLMUSD,0.09769549,0.09875278,0.09397882,0.09576025,10043897.0
2023-04-21 02:00:00,BINANCE:XLMUSD,0.09602419,0.09683798,0.09196828,0.09296721,11502340.0
2023-04-22 02:00:00,BINANCE:XLMUSD,0.09297651,0.09583028,0.0919914,0.09543234,8716891.0
2023-04-23 02:00:00,BINANCE:XLMUSD,0.09568439,0.09568439,0.09265384,0.09465466,4617434.0
2023-04-24 02:00:00,BINANCE:XLMUSD,0.09463233,0.0963219,0.09212436,0.0935748,18123542.0
2023-04-25 02:00:00,BINANCE:XLMUSD,0.09360989,0.09528594,0.09207339,0.09517778,7046140.0
2023-04-26 02:00:00,BINANCE:XLMUSD,0.09476986,0.09711172,0.09038499,0.09373954,14810118.0
2023-04-27 02:00:00,BINANCE:XLMUSD,0.09347249,0.09519136,0.09224586,0.09435603,9770936.0
2023-04-28 02:00:00,BINANCE:XLMUSD,0.09440883,0.09615631,0.09340131,0.0950745,8164069.0
2023-04-29 02:00:00,BINANCE:XLMUSD,0.09507061,0.09619993,0.09407217,0.09565169,5225204.0
2023-04-30 02:00:00,BINANCE:XLMUSD,0.09594236,0.09615025,0.09392694,0.09447256,5425610.0
2023-05-01 02:00:00,BINANCE:XLMUSD,0.09453706,0.0948,0.09161802,0.09268027,12199023.0
2023-05-02 02:00:00,BINANCE:XLMUSD,0.09289575,0.09400748,0.09172458,0.09355828,7181558.0
2023-05-03 02:00:00,BINANCE:XLMUSD,0.09384184,0.09408893,0.09164149,0.09373848,9698222.0
2023-05-04 02:00:00,BINANCE:XLMUSD,0.09383221,0.09440485,0.09272319,0.0937911,8919463.0
2023-05-05 02:00:00,BINANCE:XLMUSD,0.09382935,0.09485194,0.09217138,0.09457485,10216419.0
2023-05-06 02:00:00,BINANCE:XLMUSD,0.09421981,0.09505961,0.09157218,0.09266486,9667590.0
2023-05-07 02:00:00,BINANCE:XLMUSD,0.09297553,0.09362488,0.09192789,0.09235952,4778261.0
2023-05-08 02:00:00,BINANCE:XLMUSD,0.09233171,0.0929915,0.08758525,0.08982859,17101671.0
2023-05-09 02:00:00,BINANCE:XLMUSD,0.08979649,0.09020983,0.08845107,0.08945724,7107630.0
2023-05-10 02:00:00,BINANCE:XLMUSD,0.08918025,0.09024384,0.08653318,0.0892782,10429258.0
2023-05-11 02:00:00,BINANCE:XLMUSD,0.08896168,0.09024279,0.0876363,0.08934756,9963912.0
2023-05-12 02:00:00,BINANCE:XLMUSD,0.08967483,0.09018628,0.08704056,0.08926345,13406710.0
2023-05-13 02:00:00,BINANCE:XLMUSD,0.08928349,0.08943368,0.08809186,0.08818141,3073434.0
2023-05-14 02:00:00,BINANCE:XLMUSD,0.08846587,0.08886567,0.08740986,0.08886567,5617830.0
2023-05-15 02:00:00,BINANCE:XLMUSD,0.08887237,0.089572,0.08786485,0.08804758,8964069.0
2023-05-16 02:00:00,BINANCE:XLMUSD,0.08807739,0.08888035,0.08663007,0.0878838,8872678.0
2023-05-17 02:00:00,BINANCE:XLMUSD,0.08813791,0.08918134,0.08729202,0.08853356,8942119.0
2023-05-18 02:00:00,BINANCE:XLMUSD,0.08857115,0.09007,0.08752234,0.08880432,7712467.0
2023-05-19 02:00:00,BINANCE:XLMUSD,0.08855253,0.08986676,0.08832255,0.08928954,6885583.0
2023-05-20 02:00:00,BINANCE:XLMUSD,0.08925926,0.08958802,0.08805796,0.08871582,3017520.0
2023-05-21 02:00:00,BINANCE:XLMUSD,0.08895048,0.08936176,0.08761631,0.08801698,5632363.0
2023-05-22 02:00:00,BINANCE:XLMUSD,0.08801536,0.08882716,0.08729235,0.08809631,7490467.0
2023-05-23 02:00:00,BINANCE:XLMUSD,0.08809624,0.08930255,0.08757952,0.08822287,5173175.0
2023-05-24 02:00:00,BINANCE:XLMUSD,0.08820751,0.08848223,0.08539994,0.08662415,5654398.0
2023-05-25 02:00:00,BINANCE:XLMUSD,0.08661971,0.08729856,0.08534694,0.08712933,7416332.0
2023-05-26 02:00:00,BINANCE:XLMUSD,0.08714891,0.08849841,0.08661207,0.08765393,4053586.0
2023-05-27 02:00:00,BINANCE:XLMUSD,0.08786833,0.08861969,0.08744692,0.08814892,3002018.0
2023-05-28 02:00:00,BINANCE:XLMUSD,0.08817827,0.08919065,0.08775933,0.08873915,8201814.0
2023-05-29 02:00:00,BINANCE:XLMUSD,0.08881041,0.08970821,0.08828272,0.0893549,8613524.0
2023-05-30 02:00:00,BINANCE:XLMUSD,0.08939502,0.09133973,0.08874215,0.09115633,12173472.0
2023-05-31 02:00:00,BINANCE:XLMUSD,0.09085406,0.09318744,0.08925428,0.09281873,15504508.0
2023-06-01 02:00:00,BINANCE:XLMUSD,0.09284424,0.09299208,0.09078237,0.0912069,10961465.0
2023-06-02 02:00:00,BINANCE:XLMUSD,0.09149678,0.09267094,0.09054389,0.0921099,6023239.0
2023-06-03 02:00:00,BINANCE:XLMUSD,0.09209655,0.09349414,0.09152782,0.09177961,4358091.0
2023-06-04 02:00:00,BINANCE:XLMUSD,0.09202562,0.09305228,0.09114544,0.09114544,23472919.0
2023-06-05 02:00:00,BINANCE:XLMUSD,0.091056,0.09193848,0.085321,0.08800645,16189661.0
2023-06-06 02:00:00,BINANCE:XLMUSD,0.08805939,0.08991751,0.08662207,0.08961361,10326007.0
2023-06-07 02:00:00,BINANCE:XLMUSD,0.08949504,0.09000747,0.08664192,0.0874998,9942731.0
2023-06-08 02:00:00,BINANCE:XLMUSD,0.08747685,0.08821154,0.08659148,0.08722698,6830568.0
2023-06-09 02:00:00,BINANCE:XLMUSD,0.08721004,0.08928468,0.08649703,0.08899901,6081324.0
2023-06-10 02:00:00,BINANCE:XLMUSD,0.08900297,0.08927309,0.07796964,0.0822328,24994814.0
2023-06-11 02:00:00,BINANCE:XLMUSD,0.08189939,0.08470231,0.08109779,0.08378623,10576637.0
2023-06-12 02:00:00,BINANCE:XLMUSD,0.08380626,0.08380626,0.08181708,0.08315431,13056808.0
2023-06-13 02:00:00,BINANCE:XLMUSD,0.08317014,0.08628273,0.08214795,0.08269587,13298967.0
2023-06-14 02:00:00,BINANCE:XLMUSD,0.08249273,0.08307398,0.07758999,0.07941099,9401448.0
2023-06-15 02:00:00,BINANCE:XLMUSD,0.07934517,0.07970895,0.07515558,0.07650139,10878097.0
2023-06-16 02:00:00,BINANCE:XLMUSD,0.0764212,0.07908679,0.07574842,0.07715956,13644803.0
2023-06-17 02:00:00,BINANCE:XLMUSD,0.07747365,0.0806281,0.0768617,0.07981042,8194815.0
2023-06-18 02:00:00,BINANCE:XLMUSD,0.07954668,0.08103292,0.07911723,0.07981714,6304001.0
2023-06-19 02:00:00,BINANCE:XLMUSD,0.07977275,0.0806438,0.07901389,0.07999646,7280542.0
2023-06-20 02:00:00,BINANCE:XLMUSD,0.0799689,0.08335416,0.07816305,0.08272001,10796324.0
2023-06-21 02:00:00,BINANCE:XLMUSD,0.08265232,0.08759043,0.08232399,0.08670801,13577579.0
2023-06-22 02:00:00,BINANCE:XLMUSD,0.08671324,0.08948798,0.08587195,0.08670588,11235452.0
2023-06-23 02:00:00,BINANCE:XLMUSD,0.08669643,0.09039882,0.08669643,0.08962706,11144095.0
2023-06-24 02:00:00,BINANCE:XLMUSD,0.0896294,0.09148883,0.0885059,0.09075981,7139807.0
2023-06-25 02:00:00,BINANCE:XLMUSD,0.09072922,0.09260981,0.09019392,0.09141942,9671893.0
2023-06-26 02:00:00,BINANCE:XLMUSD,0.09143451,0.09297562,0.09032599,0.09233674,11994262.0
2023-06-27 02:00:00,BINANCE:XLMUSD,0.09230837,0.10358959,0.09199612,0.10253817,34140537.0
2023-06-28 02:00:00,BINANCE:XLMUSD,0.10257401,0.10613411,0.09886236,0.10051316,55755425.0
2023-06-29 02:00:00,BINANCE:XLMUSD,0.10054462,0.10484862,0.10019194,0.1023241,12907597.0
2023-06-30 02:00:00,BINANCE:XLMUSD,0.10231771,0.11796136,0.1014183,0.11093876,34146750.0
2023-07-01 02:00:00,BINANCE:XLMUSD,0.11065587,0.11173446,0.10576251,0.10769257,12286402.0
2023-07-02 02:00:00,BINANCE:XLMUSD,0.10768754,0.10823176,0.10442761,0.10750424,12096474.0
2023-07-03 02:00:00,BINANCE:XLMUSD,0.107463,0.10963575,0.10457184,0.10594546,9478944.0
2023-07-04 02:00:00,BINANCE:XLMUSD,0.10598599,0.10661265,0.10306332,0.1034163,6895499.0
2023-07-05 02:00:00,BINANCE:XLMUSD,0.10339688,0.10463771,0.09932046,0.10069455,7092491.0
2023-07-06 02:00:00,BINANCE:XLMUSD,0.10032223,0.10242777,0.09569229,0.09601437,8358443.0
2023-07-07 02:00:00,BINANCE:XLMUSD,0.09599736,0.09760127,0.09482174,0.09743088,6627879.0
2023-07-08 02:00:00,BINANCE:XLMUSD,0.09710435,0.10050118,0.09661552,0.09998753,8718455.0
2023-07-09 02:00:00,BINANCE:XLMUSD,0.0996945,0.10003551,0.09836424,0.09897275,4535268.0
2023-07-10 02:00:00,BINANCE:XLMUSD,0.09898656,0.10074111,0.0970896,0.10009101,6035712.0
2023-07-11 02:00:00,BINANCE:XLMUSD,0.09984792,0.10121013,0.09820835,0.09831472,4863016.0
2023-07-12 02:00:00,BINANCE:XLMUSD,0.09865365,0.09865365,0.09509926,0.09637596,6966148.0
2023-07-13 02:00:00,BINANCE:XLMUSD,0.09604355,0.19567554,0.09518778,0.1552073,115911870.0
2023-07-14 02:00:00,BINANCE:XLMUSD,0.15552681,0.15794672,0.12589976,0.13498434,71337006.0
2023-07-15 02:00:00,BINANCE:XLMUSD,0.13494941,0.1355005,0.12725072,0.12786288,25648335.0
2023-07-16 02:00:00,BINANCE:XLMUSD,0.12786714,0.13869205,0.12491061,0.13158963,39664579.0
2023-07-17 02:00:00,BINANCE:XLMUSD,0.13156131,0.13460002,0.12451754,0.12906049,19433864.0
2023-07-18 02:00:00,BINANCE:XLMUSD,0.1290619,0.13348524,0.12507576,0.13262471,22403760.0
2023-07-19 02:00:00,BINANCE:XLMUSD,0.13231099,0.16785277,0.13136873,0.15679039,107838511.0
2023-07-20 02:00:00,BINANCE:XLMUSD,0.15649593,0.18050086,0.15464752,0.16337529,102270871.0
2023-07-21 02:00:00,BINANCE:XLMUSD,0.1633765,0.17132064,0.15342772,0.15706829,39027077.0
2023-07-22 02:00:00,BINANCE:XLMUSD,0.15706456,0.16894265,0.15498514,0.15551925,32156377.0
2023-07-23 02:00:00,BINANCE:XLMUSD,0.15562804,0.16126463,0.15208423,0.15618137,19662008.0
2023-07-24 02:00:00,BINANCE:XLMUSD,0.15587677,0.15588516,0.14430207,0.1459455,19200994.0
2023-07-25 02:00:00,BINANCE:XLMUSD,0.14563185,0.14997125,0.141139,0.14502078,15294937.0
2023-07-26 02:00:00,BINANCE:XLMUSD,0.14500654,0.16282571,0.14025624,0.15589273,27054471.0
2023-07-27 02:00:00,BINANCE:XLMUSD,0.1558931,0.16400566,0.15337184,0.15898797,28122481.0
2023-07-28 02:00:00,BINANCE:XLMUSD,0.15898928,0.17228191,0.15763496,0.15983809,21929413.0
2023-07-29 02:00:00,BINANCE:XLMUSD,0.15953279,0.16133029,0.15754652,0.15830177,4995444.0
2023-07-30 02:00:00,BINANCE:XLMUSD,0.15830349,0.16230976,0.15261283,0.15639936,20466270.0
2023-07-31 02:00:00,BINANCE:XLMUSD,0.156396,0.15797882,0.14870262,0.15029653,9950012.0
2023-08-01 02:00:00,BINANCE:XLMUSD,0.15027294,0.15344152,0.14536066,0.15344152,14322611.0
2023-08-02 02:00:00,BINANCE:XLMUSD,0.15375254,0.15470941,0.14331926,0.14407367,12259847.0
2023-08-03 02:00:00,BINANCE:XLMUSD,0.14408019,0.14574293,0.13835965,0.13921655,10736964.0
2023-08-04 02:00:00,BINANCE:XLMUSD,0.13888876,0.14202712,0.13581481,0.13641498,8776479.0
2023-08-05 02:00:00,BINANCE:XLMUSD,0.13641278,0.13921728,0.1333082,0.13918001,7517509.0
2023-08-06 02:00:00,BINANCE:XLMUSD,0.13887454,0.14520616,0.13853358,0.1394567,10350717.0
2023-08-07 02:00:00,BINANCE:XLMUSD,0.1394665,0.14346259,0.13701606,0.14304315,12509211.0
2023-08-08 02:00:00,BINANCE:XLMUSD,0.14275084,0.14400299,0.13827827,0.14292624,10302251.0
2023-08-09 02:00:00,BINANCE:XLMUSD,0.14272289,0.14621085,0.13974979,0.14171378,6736090.0
2023-08-10 02:00:00,BINANCE:XLMUSD,0.14165639,0.1419539,0.13810859,0.13894085,5886862.0
2023-08-11 02:00:00,BINANCE:XLMUSD,0.13891616,0.14138485,0.13800084,0.13968734,6019589.0
2023-08-12 02:00:00,BINANCE:XLMUSD,0.13968686,0.14059949,0.13676059,0.13769529,3412384.0
2023-08-13 02:00:00,BINANCE:XLMUSD,0.13769777,0.14068902,0.13719911,0.13795477,4036213.0
2023-08-14 02:00:00,BINANCE:XLMUSD,0.13763207,0.13852539,0.13425226,0.13622775,3550701.0
2023-08-15 02:00:00,BINANCE:XLMUSD,0.13615821,0.13649627,0.12308412,0.1304207,11312385.0
2023-08-16 02:00:00,BINANCE:XLMUSD,0.13013486,0.1325517,0.12326952,0.12664135,9995237.0
2023-08-17 02:00:00,BINANCE:XLMUSD,0.12627212,0.12754944,0.10623624,0.11346527,14095309.0
2023-08-18 02:00:00,BINANCE:XLMUSD,0.11308302,0.11800283,0.11097701,0.11645414,11729531.0
2023-08-19 02:00:00,BINANCE:XLMUSD,0.11673536,0.12569242,0.11643706,0.12396887,8694227.0
2023-08-20 02:00:00,BINANCE:XLMUSD,0.12365001,0.13294086,0.12245173,0.12967208,16110333.0
2023-08-21 02:00:00,BINANCE:XLMUSD,0.12939762,0.13046295,0.1222415,0.12463719,8955884.0
2023-08-22 02:00:00,BINANCE:XLMUSD,0.12492085,0.1249307,0.11717477,0.1208552,7534799.0
2023-08-23 02:00:00,BINANCE:XLMUSD,0.12086736,0.12920783,0.11959742,0.12741304,17263596.0
2023-08-24 02:00:00,BINANCE:XLMUSD,0.12741569,0.12878514,0.12173767,0.12379649,5870064.0
2023-08-25 02:00:00,BINANCE:XLMUSD,0.12380553,0.12496757,0.12055787,0.12376861,4997349.0
2023-08-26 02:00:00,BINANCE:XLMUSD,0.12377702,0.1248948,0.12043181,0.12097556,3892293.0
2023-08-27 02:00:00,BINANCE:XLMUSD,0.12067192,0.12243423,0.11956105,0.12108238,4095476.0
2023-08-28 02:00:00,BINANCE:XLMUSD,0.12101436,0.1214127,0.11863579,0.12012974,5005478.0
2023-08-29 02:00:00,BINANCE:XLMUSD,0.12013144,0.12900483,0.11680304,0.12451632,10456746.0
2023-08-30 02:00:00,BINANCE:XLMUSD,0.12450016,0.1245504,0.12016198,0.12043322,5172707.0
2023-08-31 02:00:00,BINANCE:XLMUSD,0.1204199,0.12117666,0.11364514,0.11466324,5461825.0
2023-09-01 02:00:00,BINANCE:XLMUSD,0.11490627,0.11757691,0.11259809,0.11405501,5135247.0
2023-09-02 02:00:00,BINANCE:XLMUSD,0.1140684,0.11453904,0.11134351,0.11330788,3588451.0
2023-09-03 02:00:00,BINANCE:XLMUSD,0.11357439,0.1207103,0.11276495,0.11869346,9340282.0
2023-09-04 02:00:00,BINANCE:XLMUSD,0.11895194,0.12658455,0.11831239,0.12443365,15801399.0
